id_documento;tipo_pessoa;nome_razao;nome_fantasia;rg_ie;email;telefone;cep;endereco;numero;complemento;bairro;cidade;uf;categoria;limite_credito;status;data_cadastro
18.656.667/0001-23; JURIDICA; UASG 985351 - MUNICIPIO DE VESPASIANO; PREFEITURA VESPASIANO; ISENTO; licitacoes@vespasiano.mg.gov.br; (31) 3629-9700; 33200-001; Rua Dona Mariana da Costa;65; s/n; Centro; Vespasiano; MG; CLIENTE; NADA; ATIVO; 13/02/2026
91.693.531/0001-61; JURIDICA; UASG 985117 - MUNICIPIO DE VIAMAO; PREFEITURA VIAMAO; ISENTO; licitacoes@viamao.rs.gov.br; (51) 3485-0400; 94410-900; Praca Julio de Castilhos; s/n; s/n; Centro; Viamao; RS; CLIENTE; NADA; ATIVO; 13/02/2026
95.318.555/0001-90; JURIDICA; UASG 984859 - MUNICIPIO DE VIAMAO; PREFEITURA VIAMAO; ISENTO; licitacoes@viamao.rs.gov.br; (51) 3485-0400; 94410-001; Praca Julio de Castilhos; s/n; s/n; Centro; Viamao; RS; CLIENTE; NADA; ATIVO; 13/02/2026
88.000.898/0001-14; JURIDICA; UASG 985361 - MUNICIPIO DE VIAMAO; PREFEITURA VIAMAO; ISENTO; licitacoes@viamao.rs.gov.br; (51) 3492-7600; 94410-050; Praca Julio de Castilhos; s/n; s/n; Centro; Viamao; RS; CLIENTE; NADA; ATIVO; 13/02/2026
27.165.729/0001-51; JURIDICA; UASG 982581 - MUNICIPIO DE VIANA; PREFEITURA VIANA; ISENTO; licitacoes@viana.es.gov.br; (27) 2124-6700; 29130-000; Avenida Florentino Avidos;1; s/n; Centro; Viana; ES; CLIENTE; NADA; ATIVO; 13/02/2026
20.234.567/0001-88; JURIDICA; UASG 153035 - UNIVERSIDADE FEDERAL DE VICOSA; UFV; ISENTO; compras@ufv.br; (31) 3899-2100; 36570-900; Avenida Peter Henry Rolfs; s/n; Campus Universitario; Centro; Vicosa; MG; CLIENTE; NADA; ATIVO; 13/02/2026
21.011.000/0001-56; JURIDICA; UASG 985035 - MUNICIPIO DE VICOSA; PREFEITURA VICOSA; ISENTO; licitacoes@vicosa.mg.gov.br; (31) 3892-4100; 36570-000; Praca do Rosario;5; s/n; Centro; Vicosa; MG; CLIENTE; NADA; ATIVO; 13/02/2026
27.165.620/0001-14; JURIDICA; UASG 982563 - MUNICIPIO DE VILA VELHA; PREFEITURA VILA VELHA; ISENTO; licitacoes@vilavelha.es.gov.br; (27) 3149-7200; 29100-901; Avenida Santa Leopoldina;840; s/n; Coqueiral de Itaparica; Vila Velha; ES; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.145/0001-59; JURIDICA; UASG 989257 - MUNICIPIO DE VINHEDO; PREFEITURA VINHEDO; ISENTO; licitacoes@vinhedo.sp.gov.br; (19) 3826-7800; 13280-000; Rua Humberto Pescarini;330; s/n; Centro; Vinhedo; SP; CLIENTE; NADA; ATIVO; 13/02/2026
21.122.111/0001-67; JURIDICA; UASG 985055 - MUNICIPIO DE VISCONDE DO RIO BRANCO; PREFEITURA V R BRANCO; ISENTO; licitacoes@vrb.mg.gov.br; (32) 3551-8100; 36520-000; Praca 28 de Setembro; s/n; s/n; Centro; Visconde do Rio Branco; MG; CLIENTE; NADA; ATIVO; 13/02/2026
27.080.571/0001-30; JURIDICA; ESTADO DO ESPIRITO SANTO; GOVERNO ES; ISENTO; compras@seger.es.gov.br; (27) 3636-5200; 29050-900; Avenida Governador Bley;236; s/n; Centro; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
27.142.058/0001-26; JURIDICA; UASG 982561 - MUNICIPIO DE VITORIA; PREFEITURA VITORIA; ISENTO; licitacoes@vitoria.es.gov.br; (27) 3382-6000; 29060-900; Avenida Marechal Mascarenhas de Moraes;1927; s/n; Bento Ferreira; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
27.142.058/0001-27; JURIDICA; UASG 982562 - CAMARA MUNICIPAL DE VITORIA; CAMARA VITORIA; ISENTO; compras@cmv.es.gov.br; (27) 3334-4500; 29010-900; Avenida Marechal Mascarenhas de Moraes;1788; s/n; Bento Ferreira; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
32.479.123/0001-43; JURIDICA; UASG 153046 - UNIVERSIDADE FEDERAL DO ESPIRITO SANTO; UFES; ISENTO; compras@ufes.br; (27) 4009-2211; 29075-910; Avenida Fernando Ferrari;514; s/n; Goiabeiras; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
10.838.653/0001-06; JURIDICA; UASG 158153 - IFES REITORIA; IFES; ISENTO; compras@ifes.edu.br; (27) 3331-2112; 29056-255; Avenida Rio Branco;50; s/n; Santa Lucia; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-09; JURIDICA; UASG 925015 - CESAN; CESAN; ISENTO; licitacoes@cesan.com.br; (27) 2127-5000; 29015-900; Avenida Governador Bley;186; s/n; Centro; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-10; JURIDICA; UASG 925016 - BANESTES; BANCO ESTADO ES; ISENTO; licitacoes@banestes.com.br; (27) 3383-1000; 29010-930; Avenida Princesa Isabel;574; s/n; Centro; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-11; JURIDICA; UASG 925017 - BANDES; BANCO DESENVOLVIMENTO ES; ISENTO; licitacoes@bandes.com.br; (27) 3331-4000; 29010-330; Avenida Princesa Isabel;54; s/n; Centro; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-12; JURIDICA; UASG 201017 - HUCAM UFES; HOSPITAL CASSUIANO; ISENTO; compras@hucam.ufes.br; (27) 3335-7100; 29040-091; Avenida Marechal Campos;1355; s/n; Santa Cecilia; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-13; JURIDICA; UASG 080017 - TRT 17 REGIAO; TRT ES; ISENTO; licitacoes@trt17.jus.br; (27) 3321-2000; 29050-625; Avenida Nossa Senhora dos Navegantes;1245; s/n; Enseada do Sua; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-14; JURIDICA; UASG 070008 - TRE ES; TRE ES; ISENTO; compras@tre-es.jus.br; (27) 2121-8500; 29050-465; Avenida Joao Batista Parra;575; s/n; Praia do Sua; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-15; JURIDICA; UASG 925018 - MPES; MINISTERIO PUBLICO ES; ISENTO; compras@mpes.mp.br; (27) 3198-2000; 29050-625; Avenida Nossa Senhora dos Navegantes;110; s/n; Enseada do Sua; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-16; JURIDICA; UASG 925019 - TJES; TRIBUNAL JUSTICA ES; ISENTO; licitacoes@tjes.jus.br; (27) 3334-2000; 29050-625; Rua Desembargador Homero Mafra;60; s/n; Enseada do Sua; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-17; JURIDICA; UASG 925020 - ALES; ASSEMBLEIA LEGISLATIVA ES; ISENTO; compras@al.es.gov.br; (27) 3382-3500; 29050-900; Avenida Americo Buaiz;205; s/n; Enseada do Sua; Vitoria; ES; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0018-92; JURIDICA; UASG 120059 - JUSTICA FEDERAL VOLTA REDONDA; JUSTICA FEDERAL; ISENTO; compras.vre@jfrj.jus.br; (24) 3340-0200; 27213-145;Rua Gastao Henrique Schueler;159; s/n; Aterrado; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
10.851.211/0008-19; JURIDICA; UASG 158444 - IFRJ CAMPUS VOLTA REDONDA; INSTITUTO FEDERAL; ISENTO; compras.vr@ifrj.edu.br; (24) 3330-6100; 27215-350;Rua Antonio Barreiros;212; s/n; Nossa Senhora das Gracas; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0038-33; JURIDICA; UASG 200377 - DELEGACIA DE POLICIA FEDERAL EM VOLTA REDONDA; POLICIA FEDERAL; ISENTO; compras.vre.rj@pf.gov.br; (24) 3348-1200; 27213-145;Rua Gastao Henrique Schueler;159; s/n; Aterrado; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.514.917/0001-33; JURIDICA; UASG 985921 - MUNICIPIO DE VOLTA REDONDA; PREFEITURA VOLTA REDONDA; ISENTO; licitacao@voltaredonda.rj.gov.br; (24) 3339-9000; 27253-005;Praca Savio Gama;53; s/n; Aterrado; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.515.422/0001-31; JURIDICA; UASG 985879 - MUNICIPIO DE VOLTA REDONDA; PREFEITURA V REDONDA; ISENTO; licitacoes@voltaredonda.rj.gov.br; (24) 3339-9000; 27253-120; Praca Savorio Cabral;1; s/n; Aterrado; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
15.114.402/0001-08; JURIDICA; UASG 158144 - IFRJ CAMPUS VOLTA REDONDA; INSTITUTO FEDERAL; ISENTO; compras.vr@ifrj.edu.br; (24) 3330-6100; 27215-350; Rua Antonio Barreiros;212; s/n; Nossa Senhora das Gracas; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.658.018/0001-87; JURIDICA; UASG 985941 - MUNICIPIO DE VOLTA REDONDA; PREFEITURA V REDONDA; ISENTO; licitacoes@voltaredonda.rj.gov.br; (24) 3339-9000; 27253-120; Praca Savorio Cabral;1; s/n; Aterrado; Volta Redonda; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.423/0001-03; JURIDICA; UASG 989285 - MUNICIPIO DE VOTORANTIM; PREFEITURA VOTORANTIM; ISENTO; licitacoes@votorantim.sp.gov.br; (15) 3353-8500; 18110-000; Avenida 31 de Marco;327; s/n; Centro; Votorantim; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.743/0001-02; JURIDICA; UASG 989217 - MUNICIPIO DE VOTUPORANGA; PREFEITURA VOTUPORANGA; ISENTO; licitacoes@votuporanga.sp.gov.br; (17) 3405-9700; 15500-000; Rua Parana;4373; s/n; Vila Marin; Votuporanga; SP; CLIENTE; NADA; ATIVO; 13/02/2026
76.204.745/0001-15; JURIDICA; UASG 987537 - MUNICIPIO DE WENCESLAU BRAZ; PREFEITURA W. BRAZ; ISENTO; licitacao@wenceslaubraz.pr.gov.br; (43) 3528-1233; 84950-000; Rua XV de Novembro;1111; s/n; Centro; Wenceslau Braz; PR; CLIENTE; NADA; ATIVO; 13/02/2026
76.204.729/0001-22; JURIDICA; UASG 987539 - MUNICIPIO DE XAMBRE; PREFEITURA XAMBRE; ISENTO; licitacao@xambre.pr.gov.br; (44) 3632-1122; 87535-000; Rua Castro Alves;111; s/n; Centro; Xambre; PR; CLIENTE; NADA; ATIVO; 13/02/2026
18.254.912/0001-34;JURIDICA;UASG 984151 - MUNICIPIO DE ALFENAS;PREFEITURA ALFENAS;ISENTO;licitacao@alfenas.mg.gov.br;(35) 3698-1300;37130-000;Praca Fausto Monteiro;s/n;s/n;Centro;Alfenas;MG;CLIENTE;NADA;ATIVO;12/02/2026
46.523.017/0001-93;JURIDICA;UASG 989104 - MUNICIPIO DE AMERICANA;PREFEITURA DE AMERICANA;ISENTO;licitacoes@americana.sp.gov.br;(19) 3475-9000;13465-901;Avenida Brasil;85;s/n;Vila Medon;Americana;SP;CLIENTE;NADA;ATIVO;12/02/2026
76.405.885/0001-03;JURIDICA;UASG 987413 - MUNICIPIO DE ANDIRA;PREFEITURA DE ANDIRA;ISENTO;licitacao@andira.pr.gov.br;(43) 3538-8100;86380-000;Rua Mauro Cardoso de Oliveira;190;s/n;Centro;Andira;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.715/0001-50;JURIDICA;UASG 987428 - MUNICIPIO DE APUCARANA;PREFEITURA DE APUCARANA;ISENTO;licitacao@apucarana.pr.gov.br;(43) 3422-4000;86800-235;Centro Civico Jose de Oliveira Rosa;25;s/n;Centro;Apucarana;PR;CLIENTE;NADA;ATIVO;12/02/2026
18.188.300/0001-67;JURIDICA;UASG 984157 - MUNICIPIO DE ARAGUARI;PREFEITURA DE ARAGUARI;ISENTO;licitacao@araguari.mg.gov.br;(34) 3690-3000;38440-000;Praca Gaioso Neves;129;s/n;Centro;Araguari;MG;CLIENTE;NADA;ATIVO;12/02/2026
76.235.761/0001-94;JURIDICA;UASG 987444 - MUNICIPIO DE ARAPONGAS;PREFEITURA DE ARAPONGAS;ISENTO;licitacao@arapongas.pr.gov.br;(43) 3902-1000;86700-040;Rua Garcas;750;s/n;Centro;Arapongas;PR;CLIENTE;NADA;ATIVO;12/02/2026
46.610.236/0001-24;JURIDICA;UASG 989107 - MUNICIPIO DE ARARAQUARA;PREFEITURA DE ARARAQUARA;ISENTO;licitacao@araraquara.sp.gov.br;(16) 3301-5000;14801-901;Rua Sao Bento;840;s/n;Centro;Araraquara;SP;CLIENTE;NADA;ATIVO;12/02/2026
46.523.074/0001-44;JURIDICA;UASG 989105 - MUNICIPIO DE ARARAS;PREFEITURA DE ARARAS;ISENTO;licitacao@araras.sp.gov.br;(19) 3543-3300;13600-725;Rua Pedro alvares Cabral;83;s/n;Centro;Araras;SP;CLIENTE;NADA;ATIVO;12/02/2026
76.174.119/0001-25;JURIDICA;UASG 987455 - MUNICIPIO DE ARAUCARIA;PREFEITURA DE ARAUCARIA;ISENTO;licitacao@araucaria.pr.gov.br;(41) 3614-1400;83702-000;Rua Pedro Druszcz;111;s/n;Centro;Araucaria;PR;CLIENTE;NADA;ATIVO;12/02/2026
18.190.041/0001-33;JURIDICA;UASG 984165 - MUNICIPIO DE ARAXA;PREFEITURA DE ARAXA;ISENTO;licitacao@araxa.mg.gov.br;(34) 3691-7000;38180-000;Rua Olegario Maciel;306;s/n;Centro;Araxa;MG;CLIENTE;NADA;ATIVO;12/02/2026
46.523.025/0001-30;JURIDICA;UASG 989108 - MUNICIPIO DE ASSIS;PREFEITURA DE ASSIS;ISENTO;licitacao@assis.sp.gov.br;(18) 3302-3300;19800-000;Avenida Rui Barbosa;926;s/n;Centro;Assis;SP;CLIENTE;NADA;ATIVO;12/02/2026
46.523.066/0001-06;JURIDICA;UASG 989109 - MUNICIPIO DE ATIBAIA;PREFEITURA DE ATIBAIA;ISENTO;licitacao@atibaia.sp.gov.br;(11) 4414-2000;12940-270;Avenida da Saudade;252;s/n;Centro;Atibaia;SP;CLIENTE;NADA;ATIVO;12/02/2026
17.928.102/0001-03;JURIDICA;UASG 984183 - MUNICIPIO DE BARBACENA;PREFEITURA DE BARBACENA;ISENTO;licitacao@barbacena.mg.gov.br;(32) 3339-2000;36200-000;Rua Sete de Setembro;200;s/n;Centro;Barbacena;MG;CLIENTE;NADA;ATIVO;12/02/2026
46.523.082/0001-96;JURIDICA;UASG 989110 - MUNICIPIO DE BARRETOS;PREFEITURA DE BARRETOS;ISENTO;licitacao@barretos.sp.gov.br;(17) 3321-1100;14780-000;Rua Trinta;564;s/n;Centro;Barretos;SP;CLIENTE;NADA;ATIVO;12/02/2026
01.442.222/0007-20;JURIDICA;UASG 160496 - ARSENAL DE GUERRA DE SAO PAULO;EXERCITO BRASILEIRO;ISENTO;licitacoes@agsp.eb.mil.br;(11) 4185-8000;06463-300;Avenida General de Divisao Pedro Rodrigues da Silva;s/n;s/n;Vila Militar;Barueri;SP;CLIENTE;NADA;ATIVO;12/02/2026
45.148.110/0001-61;JURIDICA;UASG 989111 - MUNICIPIO DE BARUERI;PREFEITURA DE BARUERI;ISENTO;licitacoes@barueri.sp.gov.br;(11) 4199-8000;06401-160;Rua Henriqueta Mendes Guerra;1162;s/n;Vila Sao Joao;Barueri;SP;CLIENTE;NADA;ATIVO;12/02/2026
46.523.009/0001-47;JURIDICA;UASG 989112 - MUNICIPIO DE BAURU;PREFEITURA DE BAURU;ISENTO;licitacoes@bauru.sp.gov.br;(14) 3235-1000;17011-102;Praca das Cerejeiras;jan/59;s/n;Vila Noemy;Bauru;SP;CLIENTE;NADA;ATIVO;12/02/2026
17.217.985/0001-04;JURIDICA;UASG 153061 - UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;ISENTO;compras@dsg.ufmg.br;(31) 3409-5000;31270-901;Avenida Antonio Carlos;6627;Unidade Administrativa;Pampulha;Belo Horizonte;MG;CLIENTE;NADA;ATIVO;12/02/2026
17.217.985/0034-72;JURIDICA;UASG 153286 - HOSPITAL DAS CLINICAS DA UFMG;HOSPITAL CLINICAS;ISENTO;compras@hc.ufmg.br;(31) 3307-9300;30130-100;Avenida Professor Alfredo Balena;110;s/n;Santa Efigenia;Belo Horizonte;MG;CLIENTE;NADA;ATIVO;12/02/2026
10.727.249/0001-01;JURIDICA;UASG 158122 - INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;ISENTO;compras.reitoria@ifmg.edu.br;(31) 2513-5213;30140-010;Avenida Brasil;843;s/n;Santa Efigenia;Belo Horizonte;MG;CLIENTE;NADA;ATIVO;12/02/2026
01.442.222/0013-78;JURIDICA;UASG 160350 - COMANDO DA 4 REGIAO MILITAR;EXERCITO BRASILEIRO;ISENTO;licitacoes@4rm.eb.mil.br;(31) 3253-1500;30110-058;Avenida Raja Gabaglia;450;QG;Gutierrez;Belo Horizonte;MG;CLIENTE;NADA;ATIVO;12/02/2026
18.428.094/0001-06;JURIDICA;UASG 984193 - MUNICIPIO DE BETIM;PREFEITURA DE BETIM;ISENTO;licitacao@betim.mg.gov.br;(31) 3512-3000;32600-245;Rua Para de Minas;640;s/n;Brasileia;Betim;MG;CLIENTE;NADA;ATIVO;12/02/2026
46.523.041/0001-02;JURIDICA;UASG 989115 - MUNICIPIO DE BOTUCATU;PREFEITURA DE BOTUCATU;ISENTO;licitacao@botucatu.sp.gov.br;(14) 3811-1400;18600-000;Praca Professor Pedro Torres;100;s/n;Centro;Botucatu;SP;CLIENTE;NADA;ATIVO;12/02/2026
10.882.594/0008-31;JURIDICA;UASG 158300 - IFSP CAMPUS BRAGANCA PAULISTA;INSTITUTO FEDERAL;ISENTO;compras.bra@ifsp.edu.br;(11) 4035-8110;12916-124;Avenida Francisco Samuel Lucchesi Filho;770;s/n;Penha;Braganca Paulista;SP;CLIENTE;NADA;ATIVO;12/02/2026
46.611.390/0001-04;JURIDICA;UASG 989121 - MUNICIPIO DE CAIEIRAS;PREFEITURA DE CAIEIRAS;ISENTO;licitacoes@caieiras.sp.gov.br;(11) 4445-9200;07700-615;Avenida Professor Carvalho Pinto;207;s/n;Centro;Caieiras;SP;CLIENTE;NADA;ATIVO;12/02/2026
76.958.198/0001-00;JURIDICA;UASG 987502 - MUNICIPIO DE CAMBe;PREFEITURA DE CAMBe;ISENTO;licitacao@cambe.pr.gov.br;(43) 3174-0200;86181-000;Rua Otto Gaertner;65;s/n;Centro;Cambe;PR;CLIENTE;NADA;ATIVO;12/02/2026
00.394.429/0005-34;JURIDICA;UASG 080011 - TRIBUNAL REGIONAL DO TRABALHO 15 REGIAO;TRT 15 CAMPINAS;ISENTO;licitacoes@trt15.jus.br;(19) 3313-9200;13010-901;Rua Barao de Jaguara;901;s/n;Centro;Campinas;SP;CLIENTE;NADA;ATIVO;12/02/2026
00.394.460/0034-00;JURIDICA;UASG 200378 - DELEGACIA DE POLICIA FEDERAL EM CAMPINAS;POLICIA FEDERAL;ISENTO;compras.cas.sp@pf.gov.br;(19) 3345-2200;13052-535;Rua Dr. Antonio Alvares Lobo;620;s/n;Botafogo;Campinas;SP;CLIENTE;NADA;ATIVO;12/02/2026
46.523.033/0001-58;JURIDICA;UASG 989122 - MUNICIPIO DE CAMPINAS;PREFEITURA DE CAMPINAS;ISENTO;licitacoes@campinas.sp.gov.br;(19) 2116-0000;13013-000;Avenida Anchieta;200;Paco Municipal;Centro;Campinas;SP;CLIENTE;NADA;ATIVO;12/02/2026
76.205.699/0001-06;JURIDICA;UASG 987515 - MUNICIPIO DE CAMPO LARGO;PREFEITURA DE CAMPO LARGO;ISENTO;licitacao@campolargo.pr.gov.br;(41) 3291-5000;83601-000;Avenida Padre Natal Pigatto;925;s/n;Centro;Campo Largo;PR;CLIENTE;NADA;ATIVO;12/02/2026
77.003.802/0001-03;JURIDICA;UASG 987513 - MUNICIPIO DE CAMPO MOURAO;PREFEITURA DE CAMPO MOURAO;ISENTO;licitacao@campomourao.pr.gov.br;(44) 3518-1144;87302-180;Rua Brasil;1487;s/n;Centro;Campo Mourao;PR;CLIENTE;NADA;ATIVO;12/02/2026
46.523.181/0001-72;JURIDICA;UASG 989124 - MUNICIPIO DE CARAPICUIBA;PREFEITURA DE CARAPICUIBA;ISENTO;licitacoes@carapicuiba.sp.gov.br;(11) 4164-5500;06310-000;Avenida Presidente Vargas;280;s/n;Vila Caldas;Carapicuiba;SP;CLIENTE;NADA;ATIVO;12/02/2026
09.510.957/0005-47;JURIDICA;UASG 158428 - IFPR CAMPUS CASCAVEL;INSTITUTO FEDERAL CASCAVEL;ISENTO;compras.cascavel@ifpr.edu.br;(45) 3333-2000;85818-210;Avenida Manaus;151;s/n;Jardim Mirante;Cascavel;PR;CLIENTE;NADA;ATIVO;12/02/2026
78.183.183/0001-33;JURIDICA;UASG 925048 - UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;UNIOESTE;ISENTO;licitacao@unioeste.br;(45) 3220-3000;85819-110;Rua Universitaria;2068;Campus;Jardim Universitario;Cascavel;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.640/0001-67;JURIDICA;UASG 987533 - MUNICIPIO DE CASCAVEL;PREFEITURA DE CASCAVEL;ISENTO;compras@cascavel.pr.gov.br;(45) 3321-2020;85812-161;Rua Parana;5000;s/n;Centro;Cascavel;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.632/0001-10;JURIDICA;UASG 987524 - MUNICIPIO DE CASTRO;PREFEITURA DE CASTRO;ISENTO;licitacao@castro.pr.gov.br;(42) 2122-5000;84165-000;Praca Pedro Kaled;22;s/n;Centro;Castro;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.723/0001-05;JURIDICA;UASG 987518 - MUNICIPIO DE CIANORTE;PREFEITURA DE CIANORTE;ISENTO;licitacao@cianorte.pr.gov.br;(44) 3619-6200;87200-149;Centro Civico;100;s/n;Zona 01;Cianorte;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.624/0001-74;JURIDICA;UASG 987541 - MUNICIPIO DE COLOMBO;PREFEITURA DE COLOMBO;ISENTO;licitacao@colombo.pr.gov.br;(41) 3656-8000;83414-190;Rua Francisco Busato;8000;s/n;Centro;Colombo;PR;CLIENTE;NADA;ATIVO;12/02/2026
76.205.962/0001-65;JURIDICA;UASG 987483 - MUNICIPIO DE COLORADO;PREFEITURA DE COLORADO;ISENTO;licitacao@colorado.pr.gov.br;(44) 3323-2233;86690-000;Praca Dom Pedro II;15;s/n;Centro;Colorado;PR;CLIENTE;NADA;ATIVO;12/02/2026
18.649.814/0001-19;JURIDICA;UASG 984511 - MUNICIPIO DE CONSELHEIRO LAFAIETE;PREFEITURA LAFAIETE;ISENTO;licitacao@conselheirolafaiete.mg.gov.br;(31) 3769-2500;36400-000;Praca Barao de Queluz;11;s/n;Centro;Conselheiro Lafaiete;MG;CLIENTE;NADA;ATIVO;12/02/2026
18.667.469/0001-54;JURIDICA;UASG 984527 - MUNICIPIO DE CONTAGEM;PREFEITURA DE CONTAGEM;ISENTO;licitacao.sead@contagem.mg.gov.br;(31) 3391-1202;32017-900;Praca Presidente Tancredo Neves;200;s/n;Camargos;Contagem;MG;CLIENTE;NADA;ATIVO;12/02/2026
76.205.939/0001-62;JURIDICA;UASG 987547 - MUNICIPIO DE CORNELIO PROCOPIO;PREFEITURA DE CORNELIO;ISENTO;licitacao@cornelioprocopio.pr.gov.br;(43) 3520-8000;86300-000;Avenida Minas Gerais;301;s/n;Centro;Cornelio Procopio;PR;CLIENTE;NADA;ATIVO;12/02/2026
18.667.626/0001-21;JURIDICA;UASG 984513 - MUNICIPIO DE CORONEL FABRICIANO;PREFEITURA FABRICIANO;ISENTO;licitacao@fabriciano.mg.gov.br;(31) 3846-7000;35170-000;Praca Louis Ensch;s/n;s/n;Centro;Coronel Fabriciano;MG;CLIENTE;NADA;ATIVO;12/02/2026
45.366.191/0001-49;JURIDICA;UASG 989125 - MUNICIPIO DE COTIA;PREFEITURA DE COTIA;ISENTO;licitacoes@cotia.sp.gov.br;(11) 4615-8800;06700-158;Avenida Professor Manoel Jose Pedroso;1342;s/n;Parque Bahia;Cotia;SP;CLIENTE;NADA;ATIVO;12/02/2026
75.053.375/0001-20;JURIDICA;UASG 153079 - UNIVERSIDADE FEDERAL DO PARANA;UFPR;ISENTO;licitacoes@ufpr.br;(41) 3360-5000;80060-000;Rua XV de Novembro;1299;Reitoria;Centro;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
78.196.888/0001-55;JURIDICA;UASG 153251 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;UTFPR;ISENTO;licitacoes@utfpr.edu.br;(41) 3310-4545;80230-901;Avenida Sete de Setembro;3165;Campus Curitiba;Reboucas;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
03.658.500/0001-80;JURIDICA;UASG 158133 - INSTITUTO FEDERAL DO PARANA;IFPR;ISENTO;licitacoes@ifpr.edu.br;(41) 3595-7600;80215-090;Rua Joao Negrao;1285;Reitoria;Reboucas;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
01.421.111/0001-00;JURIDICA;UASG 160223 - COMANDO DA 5 REGIAO MILITAR;EXERCITO BRASILEIRO;ISENTO;licitacoes@5rm.eb.mil.br;(41) 3316-4800;80060-240;Rua General Carneiro;467;QG;Alto da Gloria;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
01.421.111/0003-64;JURIDICA;UASG 160503 - 5 REGIAO MILITAR - HGE CURITIBA;HOSPITAL GERAL DE CURITIBA;ISENTO;licitacoes@hgec.eb.mil.br;(41) 3219-1200;80420-010;Rua Vicente Machado;550;s/n;Batel;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
01.421.111/0006-07;JURIDICA;UASG 160505 - 5 BATALHAO DE SUPRIMENTO;EXERCITO BRASILEIRO;ISENTO;licitacoes@5bsup.eb.mil.br;(41) 3592-1200;80310-430;Rua Marechal Otavio Saldanha Mazza;555;s/n;Pinheirinho;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
00.122.327/0001-20;JURIDICA;UASG 200361 - SUPERINTENDENCIA REGIONAL DA POLICIA FEDERAL PR;POLICIA FEDERAL;ISENTO;selog.srpr@dpf.gov.br;(41) 3251-7500;82600-010;Rua Sandalia Monzon;210;s/n;Santa Candida;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
00.470.127/0001-74;JURIDICA;UASG 925031 - ESTADO DO PARANA - SEAP;SECRETARIA DA ADMINISTRACAO;ISENTO;decom@seap.pr.gov.br;(41) 3313-6000;80530-180;Rua Jacy Loureiro de Campos;s/n;Palacio das Araucarias;Centro Civico;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
00.415.951/0001-03;JURIDICA;UASG 925187 - CONSELHO REGIONAL DE MEDICINA DO PARANA;CRM-PR;ISENTO;compras@crmpr.org.br;(41) 3240-4000;80240-020;Rua Victorio Viezzer;56;s/n;Vista Alegre;Curitiba;PR;CLIENTE;NADA;ATIVO;12/02/2026
